siteid,sitename,operator,datasource,COMID,Class
11428400,L RUBICON R BL BUCK ISLAND DAM CA,USGS,NWIS,14993077,1
11428600,MF PH NR FORESTHILL CA,USGS,NWIS,14992983,3
11428800,RUBICON R BL HELL HOLE DAM CA,USGS,NWIS,14992773,3
11428995,SF RUBICON R BL ROBBS PK FOREBAY NR KYBURZ CA,USGS,NWIS,14997357,3
11429000,SF RUBICON R A SAWMILL NR QUINTETTE CA,USGS,NWIS,14997921,3
11429500,GERLE C BL LOON LK NR MEEKS BAY CA,USGS,NWIS,14993085,
114296005,GERLE C LOW FLOW RELEASE BL GERLE RES NR MEEKS BAY,USGS,NWIS,14997277,3
11430500,SF RUBICON R A MOUTH NR GEORGETOWN CA,USGS,NWIS,14997209,3
11431000,RUBICON R NR GEORGETOWN CA,USGS,NWIS,14997367,3
11431500,GEORGETOWN DIVIDE DITCH AB PILOT C NR GEORGETWN CA,USGS,NWIS,14997883,
11431800,PILOT C AB STUMPY MEADOWS RES CA,USGS,NWIS,14997611,3
11432000,GEORGETOWN DIVIDE DITCH NR GEORGETOWN CA,USGS,NWIS,14997597,
11432500,PILOT C NR GEORGETOWN CA,USGS,NWIS,14997595,3
11433040,PILOT C BL MUTTON CANYON NR GEORGETOWN CA,USGS,NWIS,14997523,3
11433100,LONG CANYON C NR FRENCH MEADOWS CA,USGS,NWIS,14993021,3
11433200,RUBICON R NR FORESTHILL CA,USGS,NWIS,14997099,3
11433260,NF OF MF AMERICAN R NR FORESTHILL CA,USGS,NWIS,14993059,3
11433400,CANYON C NR GEORGETOWN CA,USGS,NWIS,14997497,8
11433420,MAINE BAR CANYON C NR GREENWOOD CA,USGS,NWIS,14997543,
11433500,MF AMERICAN R NR AUBURN CA,USGS,NWIS,14994421,3
11433799,COMBINED FLOW N FK AMERICAN R + M FK AMERICAN CA,USGS,NWIS,14994487,3
11433800,NF AMERICAN R BL AUBURN DAMSITE NR AUBURN CA,USGS,NWIS,14994487,3
11433930,MORMON RAVINE NR NEWCASTLE CA,USGS,NWIS,14994511,4
11434000,NF AMERICAN R A RATTLESNAKE BAR CA,USGS,NWIS,14996683,2
11434500,ECHO LAKE CONDUIT NR PHILLIPS CA,USGS,NWIS,14981866,
11435000,PYRAMID C NR PHILLIPS CA,USGS,NWIS,14981670,
11435100,PYRAMID C A TWIN BRIDGES CA,USGS,NWIS,14982014,1
11435500,SF AMERICAN R A KYBURZ CA,USGS,NWIS,14982444,3
11436000,SILVER LK OUTLET NR KIRKWOOD CA,USGS,NWIS,14983016,1
11436510,OYSTER C NR KIRKWOOD CA,USGS,NWIS,14982982,1
11438000,SILVER FORK OF SF AMERICAN R NR KYBURZ CA,USGS,NWIS,14982664,3
11439300,EL DORADO PH NR POLLOCK PINES CA,USGS,NWIS,14982552,
11439500,SF AMERICAN R NR KYBURZ(RIVER ONLY) CA,USGS,NWIS,14982602,3
11439501,SF AMERICAN R NR KYBURZ TOTAL FLOW CA,USGS,NWIS,14982602,3
11439510,NO NAME C NR KYBURZ CA,USGS,NWIS,14983452,
11439950,ALDER C PIPELINE NR WHITE HALL CA,USGS,NWIS,14983438,
11439999,ALDER C NR WHITE HALL (CREEK ONLY) CA,USGS,NWIS,14983440,3
11440000,ALDER C NR WHITE HALL (TOTAL FLOW) CA,USGS,NWIS,14983440,3
11440480,BULL C NR PACIFIC CA,USGS,NWIS,14983410,
11440500,PLUM C NR RIVERTON CA,USGS,NWIS,14983456,3
11440530,OGILBY CANYON C NR PACIFIC CA,USGS,NWIS,14983416,
11440850,PICKET PEN C NR KYBURZ CA,USGS,NWIS,14981578,
11441000,SILVER C A UNION VALLEY CA,USGS,NWIS,14983584,3
11441002,UNION VALLEY PH NR PACIFIC CA,USGS,NWIS,14981594,3
11441750,SF SILVER C AB JUNCTION RES CA,USGS,NWIS,14981706,3
11441800,SILVER C BL JUNCTION DAM NR POLLOCK PINES CA,USGS,NWIS,14981742,3
11442000,SILVER C NR PLACERVILLE CA,USGS,NWIS,14982362,3
11442500,SF AMERICAN R BL SILVER C NR POLLOCK PINES CA,USGS,NWIS,14982336,3
11442700,BRUSH C BL BRUSH CREEK DAM NR POLLOCK PINES CA,USGS,NWIS,14982148,3
11443000,AMERICAN R FLUME NR CAMINO CA,USGS,NWIS,14983408,
11443500,SF AMERICAN R NR CAMINO CA,USGS,NWIS,14982578,3
11443501,SF AMERICAN R NR CAMINO + AMERICAN R FLUME CA,USGS,NWIS,14982578,3
11444200,ROCK C OVERFLOW WEIR A DIV NR PLACERVILLE CA,USGS,NWIS,14982384,8
11444201,ROCK C NR PLACERVILLE CA,USGS,NWIS,14982384,8
11444260,ROCK C FISH REL A DIV NR PLACERVILLE CA,USGS,NWIS,14982384,8
11444280,ROCK C PH NR PLACERVILLE CA,USGS,NWIS,14983396,
11445000,SF AMERICAN R A COLOMA CA,USGS,NWIS,14982326,3
11445500,SF AMERICAN R NR LOTUS CA,USGS,NWIS,14982094,3
11446000,WEBER C NR SALMON FALLS CA,USGS,NWIS,14982696,8
11446500,AMERICAN R A FAIR OAKS CA,USGS,NWIS,948021150,2
11447030,STRONG RANCH SLOUGH A SACRAMENTO CA,USGS,NWIS,948021135,4
11447270,MINERS RAVINE NR LOOMIS,USGS,NWIS,15022247,4
11447300,DRY C TRIB NR ROSEVILLE CA,USGS,NWIS,15022337,
11447330,MAGPIE C NR DEL PASO HEIGHTS CA,USGS,NWIS,15022587,
11447360,ARCADE C NR DEL PASO HEIGHTS CA,USGS,NWIS,15022679,4
11447650,SACRAMENTO R A FREEPORT CA,USGS,NWIS,15048349,2
11447830,SUTTER SLOUGH A COURTLAND CA,USGS,NWIS,15059759,8
11447850,STEAMBOAT SLOUGH NR WALNUT GROVE CA,USGS,NWIS,15059771,8
11447890,SACRAMENTO R AB DELTA CROSS CHANNEL CA,USGS,NWIS,15059765,2
11447903,GEORGIANA SLOUGH NR SACRAMENTO R,USGS,NWIS,15059791,8
11447905,SACRAMENTO R BL GEORGIANA SLOUGH CA,USGS,NWIS,15048245,2
11448500,ADOBE C NR KELSEYVILLE CA,USGS,NWIS,8009273,8
11448900,HIGHLAND C AB HIGHLAND C DAM CA,USGS,NWIS,8009321,
11449000,HIGHLAND C NR KELSEYVILLE CA,USGS,NWIS,8009247,8
11449010,HIGHLAND C BL HIGHLAND CREEK DAM CA,USGS,NWIS,8009247,8
11449350,BURNS VALLEY C NR CLEARLAKE HIGHLANDS CA,USGS,NWIS,8009161,8
11449450,COPSEY C NR LOWER LAKE CA,USGS,NWIS,8009377,8
11449460,SEIGLER C A LOWER LAKE CA,USGS,NWIS,8009333,8
11449500,KELSEY C NR KELSEYVILLE CA,USGS,NWIS,948020963,6
11450500,CACHE C A LOWER LAKE CA,USGS,NWIS,8009543,8
11451000,CACHE C NR LOWER LAKE CA,USGS,NWIS,8009269,8
11451100,NF CACHE C A HOUGH SPRING NR CLEARLAKE OAKS CA,USGS,NWIS,8005975,6
11451300,NF CACHE C NR CLEARLAKE OAKS CA,USGS,NWIS,8006491,6
11451500,NF CACHE C NR LOWER LAKE CA,USGS,NWIS,8007689,6
11451540,HARLEY GULCH NR WILBUR SPRINGS CA,USGS,NWIS,8006831,6
11451600,DAVIS C A DAM NR KNOXVILLE CA,USGS,NWIS,8009413,6
11451690,SULPHUR C A WILBUR SPRINGS CA,USGS,NWIS,8007663,6
11451700,BEAR C TRIB NR WILBUR SPRINGS CA,USGS,NWIS,8006795,8
11451715,BEAR C AB HOLSTEN CHIMNEY CYN NR RUMSEY CA,USGS,NWIS,8009213,8
11451720,BEAR C NR RUMSEY CA,USGS,NWIS,8009251,8
11451760,CACHE C AB RUMSEY CA,USGS,NWIS,15027085,8
11451800,CACHE C A RUMSEY CA,USGS,NWIS,15027105,8
11451950,CACHE C NR BROOKS CA,USGS,NWIS,15027249,8
11452000,CACHE C NR CAPAY CA,USGS,NWIS,15027249,8
11452500,CACHE C A YOLO CA,USGS,NWIS,15030099,8
11452600,CACHE C INFLOW TO SETTLING BASIN NR YOLO CA,USGS,NWIS,15034761,8
11452800,CACHE C OVERFLOW WEIR FROM SETTLING BAS NR WOOD'LD,USGS,NWIS,948020657,8
11452900,CACHE C OUTFLOW FROM SETTLING BASIN NR WOODLAND CA,USGS,NWIS,948020657,8
11453000,YOLO BYPASS NR WOODLAND CA,USGS,NWIS,15039097,2
11453170,DRY C AB APPLETREE C NR MIDDLETOWN CA,USGS,NWIS,8015389,
11453200,DRY C NR MIDDLETOWN CA,USGS,NWIS,8015397,6
11453500,PUTAH C NR GUENOC CA,USGS,NWIS,8015823,8
11453550,HUNTING C NR KNOXVILLE CA,USGS,NWIS,8015323,8
11453570,ADAMS C NR KNOXVILLE CA,USGS,NWIS,8015475,8
11453580,NEVADA C NR KNOXVILLE CA,USGS,NWIS,8015473,6
11453600,POPE C NR POPE VALLEY CA,USGS,NWIS,8015641,8
11453700,CAPELL C TRIB NR WOODEN VALLEY CA,USGS,NWIS,8016365,6
11454000,PUTAH C NR WINTERS CA,USGS,NWIS,15033009,8
11454100,PLEASANTS C NR WINTERS CA,USGS,NWIS,15039505,4
11454210,PUTAH SOUTH CN NR WINTERS CA,USGS,NWIS,15039489,
11454500,PUTAH C A WINTERS CA,USGS,NWIS,15039091,8
11455000,PUTAH C NR DAVIS CA,USGS,NWIS,15039031,8
11455095,SACRAMENTO R DEEP WATER SHIP CHANNEL NR FREEPORT,USGS,NWIS,15048075,
11455140,TOE DRAIN A LIBERTY ISLAND NR COURTLAND CA,USGS,NWIS,15048127,8
11455143,LITTLE HOLLAND TRACT A NORTH BREACH NR COURTLAND C,USGS,NWIS,15047847,
11455146,LIBERTY CUT A LITTLE HOLLAND TRACT NR COURTLAND CA,USGS,NWIS,15042739,
11455165,MINER SLOUGH A HWY 84 BRIDGE,USGS,NWIS,948020360,8
11455167,PROSPECT SLOUGH A TOE DRAIN NR COURTLAND CA,USGS,NWIS,15048145,8
11455315,CACHE SLOUGH A S LIBERTY ISLAND NR RIO VISTA CA,USGS,NWIS,15048187,4
11455335,SACRAMENTO R DEEP WATER SHIP CHANNEL NR RIO VISTA,USGS,NWIS,15048189,
11455350,CACHE SLOUGH A RYER ISLAND,USGS,NWIS,948021229,8
11455385,CACHE SLOUGH AB RYER ISLAND FERRY NR RIO VISTA CA,USGS,NWIS,15048215,8
11455420,SACRAMENTO R A RIO VISTA CA,USGS,NWIS,15048247,2
11455478,SACRAMENTO R A DECKER ISLAND NR RIO VISTA CA,USGS,NWIS,15048343,2
11455900,NAPA R AT CALISTOGA CA,USGS,NWIS,1668207,4
11455950,SULPHUR C NR ST HELENA CA,USGS,NWIS,1670129,4
11456000,NAPA R NR ST HELENA CA,USGS,NWIS,1668313,4
11456500,CONN C NR OAKVILLE CA,USGS,NWIS,1669001,4
11457000,DRY C NR NAPA CA,USGS,NWIS,1669117,4
11457500,DRY C NR YOUNTVILLE CA,USGS,NWIS,1669117,4
11458000,NAPA R NR NAPA CA,USGS,NWIS,1669113,4
11458100,MILLIKEN C NR NAPA,USGS,NWIS,1669149,4
11458200,REDWOOD C NR NAPA CA,USGS,NWIS,1669177,4
11458300,NAPA C A NAPA,USGS,NWIS,1670171,4
11458350,TULUCAY C A NAPA CA,USGS,NWIS,1669215,4
11458433,SONOMA CREEK A KENWOOD CA,USGS,NWIS,1669045,4
11458500,SONOMA C A AGUA CALIENTE CA,USGS,NWIS,948050091,4
11458600,NATHANSON C A SONOMA CA,USGS,NWIS,1669289,
11459150,PETALUMA R A COPLAND PUMPING STATION A PETALUMA CA,USGS,NWIS,1670231,4
11459300,SAN ANTONIO C NR PETALUMA CA,USGS,NWIS,1670289,4
11459500,NOVATO C A NOVATO CA,USGS,NWIS,1669845,4
11459800,SAN RAFAEL C A SAN RAFAEL CA,USGS,NWIS,1671767,
11459830,IRWIN C A SAN RAFAEL CA,USGS,NWIS,1671767,
11460000,CORTE MADERA C A ROSS CA,USGS,NWIS,1671509,4
11460100,ARROYO CORTE MADERA D PRES A MILL VALLEY CA,USGS,NWIS,1671593,6
11460151,REDWOOD C A HWY 1 BRIDGE A MUIR BEACH CA,USGS,NWIS,5330719,6
11460160,MORSES C A BOLINAS CA,USGS,NWIS,5330517,
11460170,PINE C A BOLINAS CA,USGS,NWIS,5330519,4
11460400,LAGUNITAS C A SAMUEL P TAYLOR STATE PARK CA,USGS,NWIS,5329621,4
11460500,ARROYO NICASIO NR PT REYES STA CA,USGS,NWIS,5329503,4
11460600,LAGUNITAS C NR PT REYES STATION CA,USGS,NWIS,5329511,4
11460605,OLEMA C A VEDANTA BRIDGE A OLEMA CA,USGS,NWIS,5329573,4
11460750,WALKER C NR MARSHALL CA,USGS,NWIS,5329357,4
11460800,WALKER C NR TOMALES CA,USGS,NWIS,5329339,4
11460920,SALMON C A BODEGA CA,USGS,NWIS,3879992,8
11460940,RUSSIAN R NR REDWOOD VALLEY CA,USGS,NWIS,8267787,6
11461000,RUSSIAN R NR UKIAH CA,USGS,NWIS,8269099,6
11461400,EF RUSSIAN R TRIB NR POTTER VALLEY CA,USGS,NWIS,8268071,6
11461500,EF RUSSIAN R NR CALPELLA CA,USGS,NWIS,8269091,6
11462080,RUSSIAN R NR TALMAGE CA,USGS,NWIS,8268521,6
11462500,RUSSIAN R NR HOPLAND CA,USGS,NWIS,8269119,6
11462700,FELIZ C NR HOPLAND CA,USGS,NWIS,8271441,6
11463000,RUSSIAN R NR CLOVERDALE CA,USGS,NWIS,8271445,6
11463160,BIG SULPHUR C NR MIDDLETOWN CA,USGS,NWIS,8272593,
11463170,BIG SULPHUR C A G RESORT NR CLOVERDALE CA,USGS,NWIS,8271917,6
11463200,BIG SULPHUR C NR CLOVERDALE CA,USGS,NWIS,8271875,6
11463500,RUSSIAN R A GEYSERVILLE CA,USGS,NWIS,8272107,6
11463682,RUSSIAN R A JIMTOWN CA,USGS,NWIS,8272211,6
11463900,MAACAMA C NR KELLOGG CA,USGS,NWIS,8272605,6
11463940,FRANZ C NR KELLOGG CA,USGS,NWIS,8272611,8
11463980,RUSSIAN R A DIGGER BEND NR HEALDSBURG CA,USGS,NWIS,8272297,6
11464000,RUSSIAN R NR HEALDSBURG CA,USGS,NWIS,8272379,6
11464050,DRY C TRIB NR HOPLAND CA,USGS,NWIS,8270589,
11464400,DRY C NR YORKVILLE CA,USGS,NWIS,8271511,6
11464500,DRY C NR CLOVERDALE CA,USGS,NWIS,8276449,6
11464860,WARM SPRINGS C NR ASTI CA,USGS,NWIS,8270777,4
11465050,DUTCHER C NR ASTI CA,USGS,NWIS,8272097,4
11465150,PENA C NR GEYSERVILLE CA,USGS,NWIS,8272147,4
11465200,DRY C NR GEYSERVILLE CA,USGS,NWIS,8272125,4
11465240,DRY C BLW LAMBERT BR NR GEYSERVILLE CA,USGS,NWIS,8272227,4
11465350,DRY C NR MOUTH NR HEALDSBURG CA,USGS,NWIS,8272363,4
11465390,RUSSIAN R NR WINDSOR CA,USGS,NWIS,8272685,6
11465500,MARK WEST C NR WINDSOR CA,USGS,NWIS,8272561,4
11465660,COPELAND C A ROHNERT PARK CA,USGS,NWIS,8273423,
11465680,LAGUNA DE SANTA ROSA A STONY PT RD NR COTATI CA,USGS,NWIS,8273659,8
11465690,COLGAN C NR SANTA ROSA CA,USGS,NWIS,8273343,
11465700,COLGAN C NR SEBASTOPOL CA,USGS,NWIS,8273659,8
11465750,LAGUNA DE SANTA ROSA C NR SEBASTOPOL CA,USGS,NWIS,8273287,8
11465800,SANTA ROSA C NR SANTA ROSA CA,USGS,NWIS,8273229,6
11466065,BRUSH C A SANTA ROSA CA,USGS,NWIS,8273235,8
11466170,MATANZAS C A SANTA ROSA CA,USGS,NWIS,948010118,8
11466200,SANTA ROSA C A SANTA ROSA CA,USGS,NWIS,8273645,8
11466320,SANTA ROSA C A WILLOWSIDE RD NR SANTA ROSA CA,USGS,NWIS,8273639,8
11466800,MARK WEST C NR MIRABEL HEIGHTS CA,USGS,NWIS,8273161,8
11467000,RUSSIAN R NR GUERNEVILLE CA,USGS,NWIS,8272725,4
11467002,RUSSIAN R A JOHNSONS BEACH A GUERNEVILLE CA,USGS,NWIS,8273703,4
11467200,AUSTIN C NR CAZADERO CA,USGS,NWIS,8271049,4
11467270,RUSSIAN R A HIGHWAY 1 BRIDGE NR JENNER CA,USGS,NWIS,8272953,4
11467295,SF GUALALA R AB WHEATFIELD FK NR ANNAPOLIS CA,USGS,NWIS,8281053,4
11467485,WHEATFIELD FORK GUALALA R AB SF NR ANNAPOLIS CA,USGS,NWIS,8280889,4
11467500,SF GUALALA R NR ANNAPOLIS CA,USGS,NWIS,8280895,4
11467510,SF GUALALA R NR THE SEA RANCH CA,USGS,NWIS,8280869,4
11467553,NF GUALALA R AB SF GUALALA R NR GUALALA CA,USGS,NWIS,8281665,4
11467590,GARCIA R AT EUREKA HILL RD NR PT ARENA CA,USGS,NWIS,2666253,6
11467600,GARCIA R NR POINT ARENA CA,USGS,NWIS,2666153,4
11467800,RANCHERIA C NR BOONVILLE CA,USGS,NWIS,2666827,6
11467850,SODA C TRIB NR BOONVILLE CA,USGS,NWIS,2665097,
11468000,NAVARRO R NR NAVARRO CA,USGS,NWIS,2665613,4
11468010,ALBION R NR COMPTCHE CA,USGS,NWIS,2664251,4
11468070,SF BIG R NR COMPTCHE CA,USGS,NWIS,2664341,6
11468092,BIG R BLW TWO LOG CR NR COMPTCHE CA,USGS,NWIS,2664095,4
11468150,WARNER C NR FT BRAGG CA,USGS,NWIS,2663915,
11468500,NOYO R NR FORT BRAGG CA,USGS,NWIS,2665525,4
11468540,PUDDING C NR FORT BRAGG CA,USGS,NWIS,2663733,4
11468600,MF TEN MILE R NR FORT BRAGG CA,USGS,NWIS,2662235,4
11468850,DUNN C NR ROCKPORT CA,USGS,NWIS,2662013,
11468900,MATTOLE R NR ETTERSBURG CA,USGS,NWIS,2546355,4
11468990,HONEYDEW C A HONEYDEW CA,USGS,NWIS,2544631,4
11469000,MATTOLE R NR PETROLIA CA,USGS,NWIS,2544433,4
11469500,NF MATTOLE R A PETROLIA CA,USGS,NWIS,2544415,4
11469800,COLD C TRIB NR ELK C CA,USGS,NWIS,8309948,
11470500,EEL R BL SCOTT DAM NR POTTER VALLEY CA,USGS,NWIS,8309952,7
11471000,POTTER VALLEY PH INTAKE NR POTTER VALLEY CA,USGS,NWIS,8267689,
11471800,TOMKI C NR WILLITS CA,USGS,NWIS,8306996,4
11472000,EEL R A HEARST CA,USGS,NWIS,8306718,6
11472150,EEL R NR DOS RIOS CA,USGS,NWIS,8303456,6
11472160,WILLITS C AB LK EMILY NR WILLITS CA,USGS,NWIS,8306880,4
11472180,OUTLET C NR WILLITS CA,USGS,NWIS,8306992,8
11472200,OUTLET C NR LONGVALE CA,USGS,NWIS,8303480,4
11472500,EEL R AB DOS RIOS CA,USGS,NWIS,8303370,6
11472800,MF EEL R AB BLACK BUTTE R NR COVELO CA,USGS,NWIS,8294891,3
11472900,BLACK BUTTE R NR COVELO CA,USGS,NWIS,8294911,3
11473000,MF EEL R BL BLACK BUTTE R NR COVELO CA,USGS,NWIS,8294895,3
11473100,WILLIAMS C NR COVELO CA,USGS,NWIS,8294919,6
11473500,MF EEL R NR COVELO CA,USGS,NWIS,8294929,3
11473530,MILL C BL ALDER C NR COVELO CA,USGS,NWIS,8294873,6
11473600,SHORT C NR COVELO,USGS,NWIS,8294989,6
11473700,MILL C NR COVELO CA,USGS,NWIS,8296465,8
11473800,ELK C NR HEARST CA,USGS,NWIS,8296481,6
11473900,MF EEL R NR DOS RIOS CA,USGS,NWIS,8295207,4
11473980,GOFORTH C A DOS RIOS CA,USGS,NWIS,8295179,4
11474400,HULLS C NR COVELO CA,USGS,NWIS,2710617,3
11474500,NF EEL R NR MINA CA,USGS,NWIS,2709327,4
11474700,CHAMISE C NR ISLAND MOUNTAIN CA,USGS,NWIS,2707227,4
11474780,KEKAWAKA C BL KEKAWAKA C PH DIV NR ZENIA CA,USGS,NWIS,2706945,4
11474781,COMBINED FLOW OF 11474750 + 11474780 CA,USGS,NWIS,2706945,4
11475000,EEL R A FORT SEWARD CA,USGS,NWIS,2706571,4
11475100,DOBBYN C NR FORT SEWARD CA,USGS,NWIS,2706525,4
11475500,SF EEL R NR BRANSCOMB CA,USGS,NWIS,8287608,4
11475560,ELDER C NR BRANSCOMB CA,USGS,NWIS,8287590,4
11475610,CAHTO C NR LAYTONVILLE CA,USGS,NWIS,8288668,4
11475700,TENMILE C NR LAYTONVILLE CA,USGS,NWIS,8287510,4
11475800,SF EEL R A LEGGETT CA,USGS,NWIS,8287256,4
11475940,EB SF EEL R NR GARBERVILLE CA,USGS,NWIS,8285366,4
11476000,SF EEL R A GARBERVILLE CA,USGS,NWIS,8286744,4
11476500,SF EEL R NR MIRANDA CA,USGS,NWIS,8285120,4
11476600,BULL C NR WEOTT CA,USGS,NWIS,8284190,4
11476700,LARABEE C NR HOLMES CA,USGS,NWIS,2705839,6
11477000,EEL R A SCOTIA CA,USGS,NWIS,2704735,4
11477425,MILL C BL DIV DAM NR DINSMORE CA,USGS,NWIS,2705651,
11477450,SULPHUR C BL DIV DAM NR DINSMORE CA,USGS,NWIS,2705657,
11477475,MILL C BL SULPHUR C A DINSMORE CA,USGS,NWIS,2705475,3
11477476,COMBINED FLOW OF 11477400 + 11477475 CA,USGS,NWIS,2705567,
11477500,VAN DUZEN R NR DINSMORE CA,USGS,NWIS,2705471,4
11477700,LITTLE VAN DUZEN R NR BRIDGEVILLE CA,USGS,NWIS,2705701,3
11478000,VAN DUZEN R A BRIDGEVILLE CA,USGS,NWIS,2705575,4
11478400,VAN DUZEN R TRIB NR BRIDGEVILLE CA,USGS,NWIS,2705583,
11478500,VAN DUZEN R NR BRIDGEVILLE CA,USGS,NWIS,2705477,4
11479000,YAGER C NR CARLOTTA CA,USGS,NWIS,2702157,6
11479500,YAGER C A CARLOTTA CA,USGS,NWIS,2702217,6
11479560,EEL R A FERNBRIDGE CA,USGS,NWIS,2702013,4
11479700,ELK R NR FALK CA,USGS,NWIS,8317047,4
11480000,JACOBY C NR  FRESHWATER CA,USGS,NWIS,8316913,6
11480390,MAD R AB RUTH RES NR FOREST GLEN CA,USGS,NWIS,8320019,3
11480410,MAD R BL RUTH RES NR FOREST GLEN CA,USGS,NWIS,8319981,4
11480500,MAD R NR FOREST GLEN CA,USGS,NWIS,8319947,4
11480750,MAD R NR KNEELAND CA,USGS,NWIS,8318329,4
11480780,MAD R NR BLUE LAKE CA,USGS,NWIS,8319327,4
11480800,NF MAD R NR KORBEL CA,USGS,NWIS,8319321,6
11481000,MAD R NR ARCATA CA,USGS,NWIS,8316811,4
11481200,LITTLE R NR TRINIDAD CA,USGS,NWIS,8315847,4
11481500,REDWOOD C NR BLUE LAKE CA,USGS,NWIS,8319319,4
11482000,REDWOOD C NR KORBEL CA,USGS,NWIS,8317911,4
11482110,LACKS C NR ORICK CA,USGS,NWIS,8316277,4
11482120,REDWOOD C AB PANTHER C NR ORICK CA,USGS,NWIS,8316251,4
11482125,PANTHER C NR ORICK CA,USGS,NWIS,8316253,4
11482130,COYOTE C NR ORICK CA,USGS,NWIS,8316207,4
11482200,REDWOOD C AT S PARK BOUNDARY NR ORICK CA,USGS,NWIS,8316133,4
11482468,LITTLE LOST MAN C A SITE NO 2 NR ORICK CA,USGS,NWIS,8315609,
11482500,REDWOOD C A ORICK CA,USGS,NWIS,8315607,4
11488700,DRY LK TRIB A PEREZ CA,USGS,NWIS,2556427,
11489500,ANTELOPE C NR TENNANT CA,USGS,NWIS,8265434,3
11490000,ANTELOPE C NR MACDOEL CA,USGS,NWIS,8265410,3
11490500,BUTTE C NR MACDOEL CA,USGS,NWIS,8265322,9
11512000,FALL C A COPCO CA,USGS,NWIS,361465,9
11512500,KLAMATH R BL FALL C NR COPCO CA,USGS,NWIS,362889,9
11516530,KLAMATH R BL IRON GATE DAM CA,USGS,NWIS,361671,9
11516600,COTTONWOOD C A HORNBROOK CA,USGS,NWIS,361755,9
11516900,LITTLE SHASTA R NR MONTAGUE CA,USGS,NWIS,3917176,9
11517000,SHASTA R NR  MONTAGUE CA,USGS,NWIS,3917252,3
11517500,SHASTA R NR YREKA CA,USGS,NWIS,3917058,3
11517800,BEAVER C NR KLAMATH R CA,USGS,NWIS,361899,3
11517900,EF SCOTT R BL HOUSTON C NR CALLAHAN CA,USGS,NWIS,3801023,3
11517950,EF SCOTT R AB KANGAROO C NR CALLAHAN CA,USGS,NWIS,3801123,3
11518000,EF SCOTT R NR CALLAHAN CA,USGS,NWIS,3801157,3
11518050,EF SCOTT R CALAHAN CA,USGS,NWIS,3801189,3
11518200,SF SCOTT R NR CALLAHAN CA,USGS,NWIS,3801213,3
11518310,CEDAR GULCH NR CALLAHAN CA,USGS,NWIS,3801111,3
11518600,MOFFETT C NR FORT JONES CA,USGS,NWIS,3799425,3
11519000,SHACKLEFORD C NR MUGGINSVILLE CA,USGS,NWIS,3798313,3
11519500,SCOTT R NR FORT JONES CA,USGS,NWIS,3798909,3
11520500,KLAMATH R NR SEIAD VALLEY CA,USGS,NWIS,4440518,5
11521000,KLAMATH R NR HAPPY CAMP CA,USGS,NWIS,4439058,5
11521500,INDIAN C NR HAPPY CAMP CA,USGS,NWIS,4440524,3
11522200,ELK C NR HAPPY CAMP CA,USGS,NWIS,4439186,3
11522260,TI C NR SOMES BAR CA,USGS,NWIS,4439906,6
11522300,SF SALMON R NR FORKS OF SALMON CA,USGS,NWIS,8258791,3
11522400,NF SALMON R NR FORKS OF SALMON CA,USGS,NWIS,8257967,3
11522500,SALMON R A SOMES BAR CA,USGS,NWIS,8261865,3
11523000,KLAMATH R A ORLEANS,USGS,NWIS,4442602,5
11523030,RED CAP C NR ORLEANS CA,USGS,NWIS,4442370,6
11523050,BLUFF C NR WEITCHPEC CA,USGS,NWIS,4441788,4
11523200,TRINITY R AB COFFEE C NR TRINITY CENTER CA,USGS,NWIS,8242324,3
11523700,COFFEE C NR TRINITY CENTER CA,USGS,NWIS,8242714,3
11524000,TRINITY R NR TRINITY CENTER CA,USGS,NWIS,8246480,3
11525430,JUDGE FRANCIS CARR PH NR FRENCH GULCH CA,USGS,NWIS,2782679,
11525500,TRINITY R A LEWISTON CA,USGS,NWIS,8246426,3
11525530,RUSH C NR LEWISTON CA,USGS,NWIS,8246406,6
11525535,TRINITY R BL RUSH C NR LEWISTON CA,USGS,NWIS,8245776,3
11525540,TRINITY R AB GRASS VALLEY C NR LEWISTON CA,USGS,NWIS,8245832,3
11525630,GRASS VALLEY C NR LEWISTON CA,USGS,NWIS,8245864,6
11525655,TRINITY R BL LIMEKILN GULCH NR DOUGLAS CITY CA,USGS,NWIS,8245886,3
11525670,INDIAN C NR DOUGLAS CITY CA,USGS,NWIS,8245912,6
11525800,WEAVER C NR DOUGLAS CITY CA,USGS,NWIS,8245890,6
11525854,TRINITY R A DOUGLAS CITY CA,USGS,NWIS,8245896,5
11526000,TRINITY R NR DOUGLAS CITY CA,USGS,NWIS,8245876,5
11526250,TRINITY R A JUNCTION CITY CA,USGS,NWIS,8244482,2
11526400,TRINITY R AB NF TRINITY R NR HELENA CA,USGS,NWIS,8244344,2
11526500,NF TRINITY R A HELENA CA,USGS,NWIS,8244332,3
11527000,TRINITY R NR BURNT RANCH CA,USGS,NWIS,8245172,2
11527400,NEW R A DENNY CA,USGS,NWIS,8243406,3
11527500,NEW R NR DENNY CA,USGS,NWIS,8243630,3
11528000,TRINITY R NR CHINA FLAT CA,USGS,NWIS,8243752,2
11528100,SF TRINITY R A FOREST GLEN CA,USGS,NWIS,8234926,3
11528200,SF TRINITY R NR HYAMPOM CA,USGS,NWIS,8232534,3
11528400,HAYFORK C NR HAYFORK CA,USGS,NWIS,8232828,3
